protein_id	organism_name	kingdom	protein_length	TM_helix_presence	class	cv_subset
Q24573	Drosophila melanogaster	Metazoa	911	False	Training	1
Q5U458	Mus musculus	Metazoa	559	False	Training	1
O97101	Dictyostelium discoideum	Amoebozoa	1000	False	Training	1
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	False	Training	1
Q9CRA5	Mus musculus	Metazoa	298	False	Training	1
G5EEG7	Caenorhabditis elegans	Metazoa	510	False	Training	1
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195	False	Training	1
Q8IVS8	Homo sapiens	Metazoa	523	False	Training	1
F4JGZ1	Arabidopsis thaliana	Viridiplantae	1278	False	Training	1
Q24174	Drosophila melanogaster	Metazoa	904	False	Training	1
Q8IP99	Drosophila melanogaster	Metazoa	308	False	Training	1
B4XT64	Oryza sativa subsp. japonica	Viridiplantae	582	False	Training	1
O55003	Mus musculus	Metazoa	187	True	Training	1
Q9FNC7	Arabidopsis thaliana	Viridiplantae	717	False	Training	1
Q9HCC0	Homo sapiens	Metazoa	563	False	Training	1
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	False	Training	1
Q2T9J0	Homo sapiens	Metazoa	566	False	Training	1
X5HYT8	Oryza sativa subsp. japonica	Viridiplantae	425	False	Training	1
Q0IIM8	Homo sapiens	Metazoa	1120	False	Training	1
Q9NWV8	Homo sapiens	Metazoa	329	False	Training	1
Q22323	Caenorhabditis elegans	Metazoa	283	False	Training	1
P32494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	702	False	Training	1
O22160	Arabidopsis thaliana	Viridiplantae	224	False	Training	1
Q4PSU4	Arabidopsis thaliana	Viridiplantae	264	False	Training	1
F6ZDS4	Mus musculus	Metazoa	2431	False	Training	1
Q14019	Homo sapiens	Metazoa	142	False	Training	1
Q9Y8G3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	False	Training	1
G5EGF8	Caenorhabditis elegans	Metazoa	354	False	Training	1
Q9Y2S7	Homo sapiens	Metazoa	368	False	Training	1
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False	Training	1
Q8IUH5	Homo sapiens	Metazoa	632	True	Training	1
Q04751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285	False	Training	1
P36012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229	False	Training	1
Q9VWW0	Drosophila melanogaster	Metazoa	359	False	Training	1
Q96CJ1	Homo sapiens	Metazoa	260	False	Training	1
Q9Y3D5	Homo sapiens	Metazoa	142	False	Training	1
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	False	Training	1
P34708	Caenorhabditis elegans	Metazoa	1110	False	Training	1
Q8L7F7	Arabidopsis thaliana	Viridiplantae	739	False	Training	1
Q06214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False	Training	1
Q5TA50	Homo sapiens	Metazoa	214	False	Training	1
Q5RHB5	Danio rerio	Metazoa	1447	True	Training	1
Q8NF91	Homo sapiens	Metazoa	8797	True	Training	1
Q94920	Drosophila melanogaster	Metazoa	282	False	Training	1
Q8BJ63	Mus musculus	Metazoa	490	False	Training	1
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False	Training	1
F4KFT7	Arabidopsis thaliana	Viridiplantae	617	False	Training	1
P25621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	512	True	Training	1
Q5ND04	Mus musculus	Metazoa	624	False	Training	1
P03871	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False	Training	1
Q682U6	Arabidopsis thaliana	Viridiplantae	316	False	Training	1
O64750	Arabidopsis thaliana	Viridiplantae	186	False	Training	1
P50861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169	False	Training	1
O95786	Homo sapiens	Metazoa	925	False	Training	1
P30429	Caenorhabditis elegans	Metazoa	549	False	Training	1
Q06639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	885	False	Training	1
Q86YD1	Homo sapiens	Metazoa	416	False	Training	1
V6CLJ5	Caenorhabditis elegans	Metazoa	790	False	Training	1
Q7LL22	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	462	False	Training	1
P40326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108	False	Training	1
Q9M0S5	Arabidopsis thaliana	Viridiplantae	764	False	Training	1
Q7S7U5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	71	True	Training	1
Q9VR19	Drosophila melanogaster	Metazoa	379	False	Training	1
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320	False	Training	1
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False	Training	1
Q9W1C5	Drosophila melanogaster	Metazoa	2053	True	Training	1
A0A8I3PDQ1	Canis lupus familiaris	Metazoa	834	False	Training	1
P32389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672	False	Training	1
O09171	Rattus norvegicus	Metazoa	407	False	Training	1
Q15562	Homo sapiens	Metazoa	447	False	Training	1
Q9W261	Drosophila melanogaster	Metazoa	775	False	Training	1
P38279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	True	Training	1
Q8L785	Arabidopsis thaliana	Viridiplantae	1067	False	Training	1
P43589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	448	False	Training	1
Q92794	Homo sapiens	Metazoa	2004	False	Training	1
Q53FT3	Homo sapiens	Metazoa	197	False	Training	1
Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447	False	Training	1
O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364	False	Training	1
Q504T8	Homo sapiens	Metazoa	468	False	Training	1
Q24143	Drosophila melanogaster	Metazoa	723	False	Training	1
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470	False	Training	1
Q9CR61	Mus musculus	Metazoa	137	False	Training	1
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541	False	Training	1
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	True	Training	1
P08050	Rattus norvegicus	Metazoa	382	True	Training	1
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False	Training	1
Q9LVS0	Arabidopsis thaliana	Viridiplantae	365	False	Training	1
Q99JZ7	Mus musculus	Metazoa	461	False	Training	1
Q96IY1	Homo sapiens	Metazoa	281	False	Training	1
Q95U54	Drosophila melanogaster	Metazoa	959	False	Training	1
Q1M168	Rattus norvegicus	Metazoa	372	False	Training	1
Q925N4	Mus musculus	Metazoa	235	True	Training	1
Q15697	Homo sapiens	Metazoa	407	False	Training	1
P41812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False	Training	1
Q0VD83	Homo sapiens	Metazoa	1097	False	Training	1
Q9U226	Caenorhabditis elegans	Metazoa	342	False	Training	1
Q06833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770	True	Training	1
Q10412	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	403	False	Training	1
P53196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False	Training	1
Q9LYY2	Arabidopsis thaliana	Viridiplantae	112	True	Training	1
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931	False	Training	1
Q94131	Caenorhabditis elegans	Metazoa	335	False	Training	1
Q149M9	Homo sapiens	Metazoa	1564	False	Training	1
Q9BT92	Homo sapiens	Metazoa	498	False	Training	1
P03899	Mus musculus	Metazoa	115	True	Training	1
O14338	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	891	False	Training	1
Q96RS6	Homo sapiens	Metazoa	583	False	Training	1
Q96PX9	Homo sapiens	Metazoa	1627	False	Training	1
Q9P013	Homo sapiens	Metazoa	229	False	Training	1
Q15751	Homo sapiens	Metazoa	4861	False	Training	1
Q03200	Oryza sativa subsp. japonica	Viridiplantae	128	False	Training	1
Q7S5W0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	103	False	Training	1
Q9VXE6	Drosophila melanogaster	Metazoa	1883	False	Training	1
Q14973	Homo sapiens	Metazoa	349	True	Training	1
O42924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False	Training	1
Q04839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False	Training	1
Q59RW5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	493	False	Training	1
Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64	False	Training	1
P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False	Training	1
Q8W4B1	Arabidopsis thaliana	Viridiplantae	652	False	Training	1
Q5TB80	Homo sapiens	Metazoa	1403	False	Training	1
Q96RN5	Homo sapiens	Metazoa	788	False	Training	1
Q9SW18	Arabidopsis thaliana	Viridiplantae	312	False	Training	1
P13489	Homo sapiens	Metazoa	461	False	Training	1
O48847	Arabidopsis thaliana	Viridiplantae	787	False	Training	1
P78965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	464	False	Training	1
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	Training	1
P53930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False	Training	1
Q9H061	Homo sapiens	Metazoa	195	True	Training	1
Q8IZU0	Homo sapiens	Metazoa	186	False	Training	1
Q9UKK3	Homo sapiens	Metazoa	1724	False	Training	1
Q1ZXQ0	Dictyostelium discoideum	Amoebozoa	1019	False	Training	1
O75179	Homo sapiens	Metazoa	2603	False	Training	1
U9W802	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	307	True	Training	1
Q8C551	Mus musculus	Metazoa	337	False	Training	1
Q8IY42	Homo sapiens	Metazoa	314	False	Training	1
P07390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False	Training	1
P93830	Arabidopsis thaliana	Viridiplantae	229	False	Training	1
E7FKV8	Oryzias latipes	Metazoa	2742	True	Training	1
P30658	Mus musculus	Metazoa	519	False	Training	1
P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	False	Training	1
Q9H649	Homo sapiens	Metazoa	340	False	Training	1
P00813	Homo sapiens	Metazoa	363	False	Training	1
Q61161	Mus musculus	Metazoa	821	False	Training	1
Q06236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168	True	Training	1
Q7Z7K0	Homo sapiens	Metazoa	106	False	Training	1
Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719	False	Training	1
Q8LAP6	Arabidopsis thaliana	Viridiplantae	409	False	Training	1
Q8IWS0	Homo sapiens	Metazoa	365	False	Training	1
Q8NBS3	Homo sapiens	Metazoa	875	True	Training	1
P29144	Homo sapiens	Metazoa	1249	False	Training	1
Q969X6	Homo sapiens	Metazoa	686	False	Training	1
Q86W50	Homo sapiens	Metazoa	562	False	Training	1
Q17602	Caenorhabditis elegans	Metazoa	1390	False	Training	1
P82913	Bos taurus	Metazoa	256	False	Training	1
P27516	Dunaliella salina	Viridiplantae	172	True	Training	1
F4JW79	Arabidopsis thaliana	Viridiplantae	1493	False	Training	1
Q8UUZ1	Danio rerio	Metazoa	359	False	Training	1
Q6IQ55	Homo sapiens	Metazoa	1244	False	Training	1
Q9C0C6	Homo sapiens	Metazoa	399	False	Training	1
Q9UJY1	Homo sapiens	Metazoa	196	False	Training	1
Q3UHU5	Mus musculus	Metazoa	1945	False	Training	1
Q3V0Q6	Mus musculus	Metazoa	470	False	Training	1
P53968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678	False	Training	1
Q9LY66	Arabidopsis thaliana	Viridiplantae	346	False	Training	1
Q5XG73	Mus musculus	Metazoa	508	True	Training	1
Q93008	Homo sapiens	Metazoa	2554	False	Training	1
P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False	Training	1
Q961D9	Drosophila melanogaster	Metazoa	1469	False	Training	1
Q9VWF2	Drosophila melanogaster	Metazoa	2006	False	Training	1
Q06091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175	False	Training	1
J9VLJ9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	154	False	Training	1
O14894	Homo sapiens	Metazoa	197	True	Training	1
Q8TCY5	Homo sapiens	Metazoa	172	True	Training	1
P41814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	False	Training	1
P25992	Drosophila melanogaster	Metazoa	1002	False	Training	1
O70343	Mus musculus	Metazoa	797	False	Training	1
Q9NP94	Homo sapiens	Metazoa	309	True	Training	1
Q9Y2M0	Homo sapiens	Metazoa	1017	False	Training	1
O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False	Training	1
Q9H0U9	Homo sapiens	Metazoa	437	False	Training	1
Q9W6G7	Xenopus laevis	Metazoa	463	False	Training	1
O14734	Homo sapiens	Metazoa	319	False	Training	1
Q0WVF8	Arabidopsis thaliana	Viridiplantae	1134	False	Training	1
Q9HD34	Homo sapiens	Metazoa	91	False	Training	1
E9Q3G8	Mus musculus	Metazoa	1462	False	Training	1
Q03063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	452	False	Training	1
Q9Y2D8	Homo sapiens	Metazoa	614	False	Training	1
Q9QZN9	Rattus norvegicus	Metazoa	360	True	Training	1
P25298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	677	False	Training	1
Q96LW7	Homo sapiens	Metazoa	228	False	Training	1
P50748	Homo sapiens	Metazoa	2209	False	Training	1
Q9LHF5	Arabidopsis thaliana	Viridiplantae	602	False	Training	1
P12853	Chlamydomonas reinhardtii	Viridiplantae	291	False	Training	1
Q20977	Caenorhabditis elegans	Metazoa	567	False	Training	1
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114	False	Training	1
Q9HCU9	Homo sapiens	Metazoa	246	False	Training	1
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678	False	Training	1
Q9UTG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94	False	Training	1
A8MUP2	Homo sapiens	Metazoa	240	False	Training	1
Q969K3	Homo sapiens	Metazoa	372	False	Training	1
Q9NSI6	Homo sapiens	Metazoa	2320	False	Training	1
Q9H3J6	Homo sapiens	Metazoa	166	False	Training	1
O04211	Arabidopsis thaliana	Viridiplantae	111	False	Training	1
Q9V968	Drosophila melanogaster	Metazoa	218	False	Training	1
Q8GZR2	Euglena gracilis	Discoba	496	True	Training	1
Q9M0A5	Arabidopsis thaliana	Viridiplantae	249	False	Training	1
Q56Y52	Arabidopsis thaliana	Viridiplantae	467	False	Training	1
Q8WUX2	Homo sapiens	Metazoa	184	False	Training	1
Q90257	Danio rerio	Metazoa	270	False	Training	1
Q6DBN4	Arabidopsis thaliana	Viridiplantae	253	True	Training	1
Q9NWZ8	Homo sapiens	Metazoa	242	False	Training	1
Q96T23	Homo sapiens	Metazoa	1441	False	Training	1
Q8CEG0	Mus musculus	Metazoa	392	True	Training	1
Q61884	Mus musculus	Metazoa	491	False	Training	1
Q8IZ52	Homo sapiens	Metazoa	775	True	Training	1
Q02796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332	False	Training	1
Q45EK2	Caenorhabditis elegans	Metazoa	360	False	Training	1
Q02873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248	False	Training	1
Q9BVI4	Homo sapiens	Metazoa	516	True	Training	1
Q29455	Bos taurus	Metazoa	198	False	Training	1
P00918	Homo sapiens	Metazoa	260	False	Training	1
Q54HS3	Dictyostelium discoideum	Amoebozoa	1486	False	Training	1
Q10200	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466	False	Training	1
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	False	Training	1
Q8N7J2	Homo sapiens	Metazoa	671	False	Training	1
Q12181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False	Training	1
Q5T6F0	Homo sapiens	Metazoa	453	False	Training	1
Q32SG5	Zea mays	Viridiplantae	616	False	Training	1
O43716	Homo sapiens	Metazoa	136	False	Training	1
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False	Training	1
Q40089	Ipomoea batatas	Viridiplantae	200	False	Training	1
O43164	Homo sapiens	Metazoa	708	False	Training	1
Q8R010	Mus musculus	Metazoa	320	False	Training	1
P49756	Homo sapiens	Metazoa	843	False	Training	1
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	True	Training	1
Q2Z1W2	Gallus gallus	Metazoa	345	False	Training	1
O55236	Mus musculus	Metazoa	597	False	Training	1
Q6RFH5	Homo sapiens	Metazoa	385	False	Training	1
Q96S44	Homo sapiens	Metazoa	253	False	Training	1
Q9P0K7	Homo sapiens	Metazoa	980	False	Training	1
Q0D2I5	Homo sapiens	Metazoa	559	False	Training	1
O74317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113	False	Training	1
Q9CAH5	Arabidopsis thaliana	Viridiplantae	320	True	Training	1
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	False	Training	1
P39996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337	True	Training	1
Q7TNS8	Mus musculus	Metazoa	369	False	Training	1
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False	Training	1
Q8IY92	Homo sapiens	Metazoa	1834	False	Training	1
F4IAT8	Arabidopsis thaliana	Viridiplantae	326	False	Training	1
Q1MTQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	633	False	Training	1
Q80U87	Mus musculus	Metazoa	1080	False	Training	1
P14064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False	Training	1
Q9M9V7	Arabidopsis thaliana	Viridiplantae	587	True	Training	1
Q04431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False	Training	1
P40532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	True	Training	1
Q8TEX9	Homo sapiens	Metazoa	1081	False	Training	1
Q8K2C6	Mus musculus	Metazoa	310	False	Training	1
Q9P267	Homo sapiens	Metazoa	1494	False	Training	1
P40530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	Training	1
P0DKH5	Arabidopsis thaliana	Viridiplantae	1288	False	Training	1
P42925	Mus musculus	Metazoa	194	True	Training	1
Q8H157	Arabidopsis thaliana	Viridiplantae	585	True	Training	1
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590	True	Training	1
Q0WR66	Arabidopsis thaliana	Viridiplantae	793	False	Training	1
Q9ZV24	Arabidopsis thaliana	Viridiplantae	148	True	Training	1
Q9Y7R3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742	False	Training	1
Q9NX58	Homo sapiens	Metazoa	379	False	Training	1
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375	False	Training	1
P40057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False	Training	1
O80669	Arabidopsis thaliana	Viridiplantae	141	False	Training	1
Q6ZMT4	Homo sapiens	Metazoa	941	False	Training	1
P37840	Homo sapiens	Metazoa	140	False	Training	1
F4I8I0	Arabidopsis thaliana	Viridiplantae	596	True	Training	1
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082	False	Training	1
Q9FVQ1	Arabidopsis thaliana	Viridiplantae	557	False	Training	1
Q9BPY3	Homo sapiens	Metazoa	351	False	Training	1
P11914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False	Training	1
O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158	False	Training	1
O43819	Homo sapiens	Metazoa	266	True	Training	1
O09053	Mus musculus	Metazoa	1401	False	Training	1
Q9H816	Homo sapiens	Metazoa	532	False	Training	1
Q3KPK4	Xenopus laevis	Metazoa	280	False	Training	1
P37107	Arabidopsis thaliana	Viridiplantae	564	False	Training	1
Q9Y315	Homo sapiens	Metazoa	318	False	Training	1
Q99816	Homo sapiens	Metazoa	390	False	Training	1
P43557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	True	Training	1
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False	Training	1
Q1HTZ9	Aquarana catesbeiana	Metazoa	198	False	Training	1
Q09902	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	85	False	Training	1
Q01804	Homo sapiens	Metazoa	1114	False	Training	1
P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	False	Training	1
Q501F9	Arabidopsis thaliana	Viridiplantae	370	False	Training	1
Q9LR78	Arabidopsis thaliana	Viridiplantae	793	False	Training	1
Q09826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False	Training	1
Q8MLV1	Drosophila melanogaster	Metazoa	741	True	Training	1
O46385	Bos taurus	Metazoa	2194	False	Training	1
P16455	Homo sapiens	Metazoa	207	False	Training	1
Q9H3M7	Homo sapiens	Metazoa	391	False	Training	1
Q8IXW5	Homo sapiens	Metazoa	612	False	Training	1
P83456	Gadus morhua	Metazoa	477	False	Training	1
Q3UNW5	Mus musculus	Metazoa	479	False	Training	1
O75934	Homo sapiens	Metazoa	225	False	Training	1
Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607	False	Training	1
Q95Y80	Caenorhabditis elegans	Metazoa	853	False	Training	1
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	False	Training	1
P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	830	False	Training	1
Q8K3G9	Mus musculus	Metazoa	662	False	Training	1
F4KCE9	Arabidopsis thaliana	Viridiplantae	598	False	Training	1
Q86YC2	Homo sapiens	Metazoa	1186	False	Training	1
Q8W4F1	Arabidopsis thaliana	Viridiplantae	284	False	Training	1
Q8VYB9	Arabidopsis thaliana	Viridiplantae	840	False	Training	1
Q96E29	Homo sapiens	Metazoa	417	False	Training	1
Q9Y2I1	Homo sapiens	Metazoa	1504	False	Training	1
Q6ID70	Arabidopsis thaliana	Viridiplantae	150	False	Training	1
P34122	Dictyostelium discoideum	Amoebozoa	287	False	Training	1
Q02770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	False	Training	1
P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False	Training	1
Q23529	Caenorhabditis elegans	Metazoa	777	True	Training	1
Q60680	Mus musculus	Metazoa	745	False	Training	1
P34418	Caenorhabditis elegans	Metazoa	943	False	Training	1
Q8NCE0	Homo sapiens	Metazoa	465	False	Training	1
Q9T0H9	Arabidopsis thaliana	Viridiplantae	359	True	Training	1
Q5W7F1	Danio rerio	Metazoa	743	True	Training	1
P32336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	851	False	Training	1
